map_details,youtube_video_link
"('Ayodhya Coffee House, Ayodhya Coffee House, Sivadasan, Kandurithi House, P.O, Nellayi, Kerala 680305', None, None)",https://www.youtube.com/embed/pxwdy-bSzNM
"('Toss', 10.028608, 76.5480335)",https://www.youtube.com/embed/bEGPyH9oepI
"('Naati Sogadu, Ground floor, Site%2328%2F1,15th Main, 1st Cross, E block, Sahakar Nagar, Bengaluru, Karnataka 560092', None, None)",https://www.youtube.com/embed/FqjwV1ZGIHM
"('Cheenchatti', 13.0364221, 77.5723499)",https://www.youtube.com/embed/EU6eAqSamDE
"('Shivaji Military Hotel', 12.9180857, 77.5739375)",https://www.youtube.com/embed/gqIOtsz5ABo
"('Makkah Cafe', 12.9641713, 77.6064519)",https://www.youtube.com/embed/m7m0jU-1lsM
"('Five Star Chicken', 12.9964962, 77.6140718)",https://www.youtube.com/embed/FJcVD-47Q7s
"('Mani Biryani Centre,Hoskote', 13.0752152, 77.804624)",https://www.youtube.com/embed/KKxzLKxQTyA
"('UBM Namma Veetu Saapaadu - Seenapuram, Erode', 11.2909979, 77.5219161)",https://www.youtube.com/embed/Uxj78jjcVG8
"('Homegrown Nursery and Farms', 9.569866, 76.7808852)",https://www.youtube.com/embed/3eBbpZDVuzc
"('Sri Angannan Biriyani Hotel', 10.0124427, 76.3001909)",https://www.youtube.com/embed/1pQpZGdnkKg
"('Al Saj - Arabic Restaurant', 10.115271, 76.3744095)",https://www.youtube.com/embed/m54E86og57w
"('Mooppans Restaurant', 9.6542275, 76.550977)",https://www.youtube.com/embed/FuBxuQ9Z-Wc
"('Kava tattukada', 10.8448945, 76.7262341)",https://www.youtube.com/embed/jPhqu4y-aQk
"('Top In Town', 10.7684631, 76.6489897)",https://www.youtube.com/embed/5mKjssG28LA
"('Sora Hut Homestay Kuttikkanam, Idukki', 9.5774626, 76.9961322)",https://www.youtube.com/embed/5eCfZIymLgA
"('Kaasa kitchen', 9.9633884, 76.2420128)",https://www.youtube.com/embed/ea0t0vyT2dg
"('Kava tattukada', 10.8448945, 76.7262341)",https://www.youtube.com/embed/jPhqu4y-aQk
"('Top In Town', 10.7684631, 76.6489897)",https://www.youtube.com/embed/5mKjssG28LA
"('Sora Hut Homestay Kuttikkanam, Idukki', 9.5774626, 76.9961322)",https://www.youtube.com/embed/5eCfZIymLgA
"('Kaasa kitchen', 9.9633884, 76.2420128)",https://www.youtube.com/embed/ea0t0vyT2dg
"(""10%C2%B009'37.7%22N 76%C2%B014'02.1%22E"", 10.1604734, 76.2317152)",https://www.youtube.com/embed/CTnFYn_LboU
"('Thrikaripur, Kerala', 12.1446528, 75.1539515)",https://www.youtube.com/embed/U9-CnWhOwac
"('Champion Restaurant', 11.2452429, 75.7756206)",https://www.youtube.com/embed/Md39IEZ_oJU
"('Cheenchatti', 13.039301, 77.5739817)",https://www.youtube.com/embed/dWZp91wXsYI
"('Cheenchatti', 13.039301, 77.5739817)",https://www.youtube.com/embed/qFYf65uHwVc
"('Guru Sweet Mart', 12.3098452, 76.6526141)",https://www.youtube.com/embed/g7mZbmIlKKY
"('Tegu Mess', 12.3234093, 76.6283432)",https://www.youtube.com/embed/H9_YekP1fZQ
"('Hotel Hanumanthu original 1930', 12.3179927, 76.652544)",https://www.youtube.com/embed/MznCv6afyb4
"('Hotel Original Vinayaka Mylari', 12.3085053, 76.665856)",https://www.youtube.com/embed/eg7EWI4PY1w
"('Shajis Shop', 9.8936208, 76.7176275)",https://www.youtube.com/embed/zgi1WTFpvBQ
"('Phil J Pizza', 9.9629192, 76.2959206)",https://www.youtube.com/embed/Wp0makJDX3Y
"(""Arun's Sea Food With Cold Toddy"", 13.432873, 74.6950673)",https://www.youtube.com/embed/pm2b3CFwqcU
"('Shri Madhavendra Juice Center', 13.3400065, 74.7474281)",https://www.youtube.com/embed/YB9iuYkaS6c
"('Shetty Lunch Home', 13.63521, 74.6892757)",https://www.youtube.com/embed/MN9rc1qyQe4
"('Hotel Diana', 13.3316486, 74.7462371)",https://www.youtube.com/embed/jGoy8u9eNqM
"('Woodlands Restaurant', 13.3392627, 74.7511281)",https://www.youtube.com/embed/kFhJYt-eHG8
"('Viceroy Restaurant', 12.5059488, 74.993905)",https://www.youtube.com/embed/tHKeSjSA168
"('Ayodhya Lunch home', 9.4978333, 76.3334775)",https://www.youtube.com/embed/iX13NTjrHhU
"('Kuttappas', 9.8973946, 76.7185308)",https://www.youtube.com/embed/noQs27DFVgc
"(""9%C2%B035'07.5%22N 76%C2%B031'00.6%22E"", 9.5854182, 76.5146557)",https://www.youtube.com/embed/QWDdCvlEe2k
"('Thali Restaurant', 9.5892257, 76.5279353)",https://www.youtube.com/embed/NFz70XParQA
"('Darjeeling Spicy Momo', 11.4127682, 76.7084235)",https://www.youtube.com/embed/D33OvJbAV5s
"('Kalanthans Eranakulam', 10.0021677, 76.3038386)",https://www.youtube.com/embed/z3tJ1vqVNxM
"('Hotel Jyothi Hotel', 9.4220786, 76.7971247)",https://www.youtube.com/embed/Cz42qRS4iL4
"(""Jolly's Kitchen"", 9.3927761, 76.5720426)",https://www.youtube.com/embed/yUb6hHT_ZGw
"('Hotel Karthika', 11.8690079, 75.369068)",https://www.youtube.com/embed/ES9VvpJeOx4
"(""Girimanja's"", 12.8694608, 74.8346131)",https://www.youtube.com/embed/HFLw0dgR_VM
"('Sms Hotel', 12.1651665, 75.1525656)",https://www.youtube.com/embed/lsN-KNhCcIc
"('Oyster Opera', 12.173501, 75.1403743)",https://www.youtube.com/embed/uoyY0aezpfk
"('Nectar Foods Elaneer Shake Shop', 11.4601258, 75.6749147)",https://www.youtube.com/embed/NaNzAAmWQdQ
"('Kunjuvinte Kada', 8.9919199, 76.7103266)",https://www.youtube.com/embed/PZSxdwCkuPs
"('Mahal Foods Biriyani Hut', 8.8784171, 76.6079222)",https://www.youtube.com/embed/as_8CxsqChE
"('Good Morning Hotel', 8.4834435, 76.9697823)",https://www.youtube.com/embed/EEeKnJgeuKw
"('Buhari Special Juice', 8.4789782, 76.9473899)",https://www.youtube.com/embed/40yPBpIqReQ
"('PADMA CAFE ADOOR', 9.1563177, 76.7301897)",https://www.youtube.com/embed/yr37FxscQwg
"('Tharavadu Seafood Restaurant', 10.069338, 76.2850425)",https://www.youtube.com/embed/qyCB4-rsEx4
"('Lilliput Multi Cuisine Restaurant', 10.1409786, 76.1789798)",https://www.youtube.com/embed/DntLsRrg1L4
"('Kattans %E0%B4%A4%E0%B4%BF%E0%B4%A8%E0%B5%8D%E0%B4%A8%E0%B4%BE%E0%B4%A8%E0%B5%81%E0%B4%82 %E0%B4%95%E0%B5%81%E0%B4%9F%E0%B4%BF%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B4%BE%E0%B4%A8%E0%B5%81%E0%B4%82', 10.7965672, 76.6034852)",https://www.youtube.com/embed/YQv0YmGyhrI
"(""10%C2%B006'29.0%22N 76%C2%B028'30.5%22E"", 10.1080611, 76.4729443)",https://www.youtube.com/embed/Blpv4HSefkk
"('Ayyappan mudi (Mount Ayyappa)', 10.0896071, 76.6490043)",https://www.youtube.com/embed/qZCmDHbmPPQ
"('Chandys Windy Woods Hotel', 10.0373961, 77.0467232)",https://www.youtube.com/embed/xXIf_C_f4ro
"('Daivam Hotel', 9.5437266, 76.327182)",https://www.youtube.com/embed/QTwV2vbCt3g
"(""Swamy's Sweets %26 Snacks"", 9.9496781, 76.3322072)",https://www.youtube.com/embed/U18VAKc4Yhc
"('Nakshatra Catering %26 Event', 9.9731169, 76.3174859)",https://www.youtube.com/embed/ElOpO9k_1ZU
"('Al Saj - Arabic Restaurant', 10.115271, 76.3744095)",https://www.youtube.com/embed/zE1OCh1kZ0Y
"('Don Homely Foods', 9.8098328, 76.8411295)",https://www.youtube.com/embed/fZw5nYFLW14
"('Hotel Al Amal', 9.4916212, 76.3261815)",https://www.youtube.com/embed/274UQo3yKwc
"('Taj Mahal Biriyani', 9.931921, 76.4212957)",https://www.youtube.com/embed/WBdQwvBNXX8
"('Assal Ravuthar Biriyani -ARB', 9.9979584, 76.2999612)",https://www.youtube.com/embed/WW3BtBbh-9Y
"('Cheeramulak restaurant', 11.3786689, 75.9103057)",https://www.youtube.com/embed/EGuI36QiIko
"('Al Reem Food Court', 10.0084587, 76.5689121)",https://www.youtube.com/embed/llxgSU33ndI
"('Andichira Shappu', 9.8788073, 76.5364386)",https://www.youtube.com/embed/vxgsqIIkR1o
"('S.S. Samithi Abhaya Kendram', 8.8447812, 76.6562569)",https://www.youtube.com/embed/UV2bo_-jLj4
"(""9%C2%B036'12.6%22N 76%C2%B035'30.2%22E"", 9.60349, 76.5911718)",https://www.youtube.com/embed/3uBRD8V9AKM
"('Favourite Pizza', 9.5967692, 76.5170172)",https://www.youtube.com/embed/Yz61D8bR-h4
"('Peermade, Kerala', 9.5873314, 76.9416838)",https://www.youtube.com/embed/1962Y0JsgTM
"(""Mukalel's Serenity Residency"", 9.5480897, 76.9723375)",https://www.youtube.com/embed/6gPxf-yDrFg
"('Bonda Kada', 9.5507648, 76.562042)",https://www.youtube.com/embed/n-aAO_TZTpQ
"('Hotel Homely Food %E0%B4%B9%E0%B5%8B%E0%B4%9F%E0%B5%8D%E0%B4%9F%E0%B5%BD %E0%B4%A6%E0%B5%BC%E0%B4%AC%E0%B4%BE%E0%B5%BC %E0%B4%95%E0%B4%9E%E0%B5%8D%E0%B4%9E%E0%B4%BF%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B4%9F', 10.9810706, 76.1916959)",https://www.youtube.com/embed/XFGG68Ss5FM
"('Mangoz', 11.0457153, 76.0704514)",https://www.youtube.com/embed/ScbSEon-jbY
"(""10%C2%B025'47.8%22N 76%C2%B009'32.8%22E"", 10.4299428, 76.156922)",https://www.youtube.com/embed/p4nszEX6QPE
"('Kundolikadavu Toddy Shop', 10.4454985, 76.1612217)",https://www.youtube.com/embed/TzdaYWZZ-7o
